"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","subject_id","study_id","session_id","urlvar","current_url","selectedOption","audio_id","view_history","rt","device_id","stimulus","response","estimated_stimulus_onset"
"true","false","[]","[]","[]","preload","0","55161","0.0-0.0","subj_900_fast","subj_900_fast","assccccnmnt123","proj123rew","{""participantId"":""subj_900_fast"",""assignmentId"":""assccccnmnt123"",""projectId"":""proj123rew"",""fast_test"":""1"",""num_seqs"":""0""}","https://test12345.live/?participantId=subj_900_fast&assignmentId=assccccnmnt123&projectId=proj123rew&fast_test=1&num_seqs=0","[]","subj_900_fast-2024-09-20-20-41-51","","","","","",""
"","","","","","instructions","1","57988","0.0-1.0","subj_900_fast","subj_900_fast","assccccnmnt123","proj123rew","{""participantId"":""subj_900_fast"",""assignmentId"":""assccccnmnt123"",""projectId"":""proj123rew"",""fast_test"":""1"",""num_seqs"":""0""}","https://test12345.live/?participantId=subj_900_fast&assignmentId=assccccnmnt123&projectId=proj123rew&fast_test=1&num_seqs=0","[]","subj_900_fast-2024-09-20-20-41-51","[{""page_index"":0,""viewing_time"":2826}]","2827","","","",""
"","","","","","instructions","2","60976","0.0-2.0","subj_900_fast","subj_900_fast","assccccnmnt123","proj123rew","{""participantId"":""subj_900_fast"",""assignmentId"":""assccccnmnt123"",""projectId"":""proj123rew"",""fast_test"":""1"",""num_seqs"":""0""}","https://test12345.live/?participantId=subj_900_fast&assignmentId=assccccnmnt123&projectId=proj123rew&fast_test=1&num_seqs=0","[]","subj_900_fast-2024-09-20-20-41-51","[{""page_index"":0,""viewing_time"":2987}]","2987","","","",""
"true","","","","","fullscreen","3","62945","0.0-3.0","subj_900_fast","subj_900_fast","assccccnmnt123","proj123rew","{""participantId"":""subj_900_fast"",""assignmentId"":""assccccnmnt123"",""projectId"":""proj123rew"",""fast_test"":""1"",""num_seqs"":""0""}","https://test12345.live/?participantId=subj_900_fast&assignmentId=assccccnmnt123&projectId=proj123rew&fast_test=1&num_seqs=0","[]","subj_900_fast-2024-09-20-20-41-51","","960","","","",""
"","","","","","initialize-microphone","4","71872","0.0-4.0-0.0","subj_900_fast","subj_900_fast","assccccnmnt123","proj123rew","{""participantId"":""subj_900_fast"",""assignmentId"":""assccccnmnt123"",""projectId"":""proj123rew"",""fast_test"":""1"",""num_seqs"":""0""}","https://test12345.live/?participantId=subj_900_fast&assignmentId=assccccnmnt123&projectId=proj123rew&fast_test=1&num_seqs=0","[]","subj_900_fast-2024-09-20-20-41-51","","","00cd08ef69fd4414483c4c0407aa11329778909956277dc81395e90c10a21f73","","",""
