"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","subject_id","study_id","session_id","urlvar","current_url","selectedOption","audio_id","view_history","rt","device_id","stimulus","response","estimated_stimulus_onset"
"true","false","[]","[]","[]","preload","0","4173","0.0-0.0","QZZ1ZED8462CA34E3992DBC1F4207A32D4","QZZ1ZED8462CA34E3992DBC1F4207A32D4","12354354364363","mgchgfjhgfjcj","{""participantId"":""QZZ1ZED8462CA34E3992DBC1F4207A32D4"",""assignmentId"":""12354354364363"",""projectId"":""mgchgfjhgfjcj"",""fast_test"":""1"",""num_seqs"":""0""}","https://test12345.live/?participantId=QZZ1ZED8462CA34E3992DBC1F4207A32D4&assignmentId=12354354364363&projectId=mgchgfjhgfjcj&fast_test=1&num_seqs=0","[]","QZZ1ZED8462CA34E3992DBC1F4207A32D4-2024-09-21-16-36-05","","","","","",""
"","","","","","instructions","1","15805","0.0-1.0","QZZ1ZED8462CA34E3992DBC1F4207A32D4","QZZ1ZED8462CA34E3992DBC1F4207A32D4","12354354364363","mgchgfjhgfjcj","{""participantId"":""QZZ1ZED8462CA34E3992DBC1F4207A32D4"",""assignmentId"":""12354354364363"",""projectId"":""mgchgfjhgfjcj"",""fast_test"":""1"",""num_seqs"":""0""}","https://test12345.live/?participantId=QZZ1ZED8462CA34E3992DBC1F4207A32D4&assignmentId=12354354364363&projectId=mgchgfjhgfjcj&fast_test=1&num_seqs=0","[]","QZZ1ZED8462CA34E3992DBC1F4207A32D4-2024-09-21-16-36-05","[{""page_index"":0,""viewing_time"":11630}]","11631","","","",""
"","","","","","instructions","2","18319","0.0-2.0","QZZ1ZED8462CA34E3992DBC1F4207A32D4","QZZ1ZED8462CA34E3992DBC1F4207A32D4","12354354364363","mgchgfjhgfjcj","{""participantId"":""QZZ1ZED8462CA34E3992DBC1F4207A32D4"",""assignmentId"":""12354354364363"",""projectId"":""mgchgfjhgfjcj"",""fast_test"":""1"",""num_seqs"":""0""}","https://test12345.live/?participantId=QZZ1ZED8462CA34E3992DBC1F4207A32D4&assignmentId=12354354364363&projectId=mgchgfjhgfjcj&fast_test=1&num_seqs=0","[]","QZZ1ZED8462CA34E3992DBC1F4207A32D4-2024-09-21-16-36-05","[{""page_index"":0,""viewing_time"":2513}]","2514","","","",""
"true","","","","","fullscreen","3","20525","0.0-3.0","QZZ1ZED8462CA34E3992DBC1F4207A32D4","QZZ1ZED8462CA34E3992DBC1F4207A32D4","12354354364363","mgchgfjhgfjcj","{""participantId"":""QZZ1ZED8462CA34E3992DBC1F4207A32D4"",""assignmentId"":""12354354364363"",""projectId"":""mgchgfjhgfjcj"",""fast_test"":""1"",""num_seqs"":""0""}","https://test12345.live/?participantId=QZZ1ZED8462CA34E3992DBC1F4207A32D4&assignmentId=12354354364363&projectId=mgchgfjhgfjcj&fast_test=1&num_seqs=0","[]","QZZ1ZED8462CA34E3992DBC1F4207A32D4-2024-09-21-16-36-05","","1199","","","",""
"","","","","","initialize-microphone","4","21942","0.0-4.0-0.0","QZZ1ZED8462CA34E3992DBC1F4207A32D4","QZZ1ZED8462CA34E3992DBC1F4207A32D4","12354354364363","mgchgfjhgfjcj","{""participantId"":""QZZ1ZED8462CA34E3992DBC1F4207A32D4"",""assignmentId"":""12354354364363"",""projectId"":""mgchgfjhgfjcj"",""fast_test"":""1"",""num_seqs"":""0""}","https://test12345.live/?participantId=QZZ1ZED8462CA34E3992DBC1F4207A32D4&assignmentId=12354354364363&projectId=mgchgfjhgfjcj&fast_test=1&num_seqs=0","[]","QZZ1ZED8462CA34E3992DBC1F4207A32D4-2024-09-21-16-36-05","","","53f28a877f6599c740caa800dc23624f51fa5bbcd1b1a1ded038d292d93582d7","","",""
