"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","subject_id","study_id","session_id","urlvar","current_url","selectedOption","audio_id","view_history","rt","device_id","stimulus","response","estimated_stimulus_onset","seq_name"
"true","false","[]","[]","[]","preload","0","456","0.0-0.0","202367763340918A","202367763340918A","assnmnt123","proj123","{""participantId"":""202367763340918A"",""assignmentId"":""assnmnt123"",""projectId"":""proj123""}","https://test12345.live/?participantId=202367763340918A&assignmentId=assnmnt123&projectId=proj123","[{""timeline"":[{""stimulus"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_2.png"",""stimulus_width"":600,""stimulus_height"":600,""choices"":[],""prompt"":"""",""trial_duration"":1500},{""timeline"":[{""stimulus"":{""timelineVariablePlaceholder"":true},""stimulus_width"":300,""stimulus_height"":300,""choices"":[],""prompt"":"""",""trial_duration"":180},{""prompt"":""<p>Is there a person in the picture?</p>"",""stimulus"":{""timelineVariablePlaceholder"":true},""stimulus_width"":300,""stimulus_height"":300,""trial_duration"":40,""choices"":[""yes"",""no""]},{""stimulus"":[],""choices"":[],""prompt"":"""",""trial_duration"":18}],""timeline_variables"":[{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_ten.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_0.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_4.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_7.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_1.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_6.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_9.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_5.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_8.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_3.png""}],""randomize_order"":true}]},{""timeline"":[{""stimulus"":""images/schematic_sequence/hotel_scheme/hotel_scheme_5.png"",""stimulus_width"":600,""stimulus_height"":600,""choices"":[],""prompt"":"""",""trial_duration"":1500},{""timeline"":[{""stimulus"":{""timelineVariablePlaceholder"":true},""stimulus_width"":300,""stimulus_height"":300,""choices"":[],""prompt"":"""",""trial_duration"":180},{""prompt"":""<p>Is there a person in the picture?</p>"",""stimulus"":{""timelineVariablePlaceholder"":true},""stimulus_width"":300,""stimulus_height"":300,""trial_duration"":40,""choices"":[""yes"",""no""]},{""stimulus"":[],""choices"":[],""prompt"":"""",""trial_duration"":18}],""timeline_variables"":[{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_3.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_8.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_ten.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_0.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_6.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_7.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_1.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_9.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_2.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_4.png""}],""randomize_order"":false}]}]","202367763340918A-2024-09-19-16-49-11","","","","","","",""
"","","","","","instructions","1","2501","0.0-1.0","202367763340918A","202367763340918A","assnmnt123","proj123","{""participantId"":""202367763340918A"",""assignmentId"":""assnmnt123"",""projectId"":""proj123""}","https://test12345.live/?participantId=202367763340918A&assignmentId=assnmnt123&projectId=proj123","[{""timeline"":[{""stimulus"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_2.png"",""stimulus_width"":600,""stimulus_height"":600,""choices"":[],""prompt"":"""",""trial_duration"":1500},{""timeline"":[{""stimulus"":{""timelineVariablePlaceholder"":true},""stimulus_width"":300,""stimulus_height"":300,""choices"":[],""prompt"":"""",""trial_duration"":180},{""prompt"":""<p>Is there a person in the picture?</p>"",""stimulus"":{""timelineVariablePlaceholder"":true},""stimulus_width"":300,""stimulus_height"":300,""trial_duration"":40,""choices"":[""yes"",""no""]},{""stimulus"":[],""choices"":[],""prompt"":"""",""trial_duration"":18}],""timeline_variables"":[{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_ten.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_0.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_4.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_7.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_1.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_6.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_9.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_5.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_8.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_3.png""}],""randomize_order"":true}]},{""timeline"":[{""stimulus"":""images/schematic_sequence/hotel_scheme/hotel_scheme_5.png"",""stimulus_width"":600,""stimulus_height"":600,""choices"":[],""prompt"":"""",""trial_duration"":1500},{""timeline"":[{""stimulus"":{""timelineVariablePlaceholder"":true},""stimulus_width"":300,""stimulus_height"":300,""choices"":[],""prompt"":"""",""trial_duration"":180},{""prompt"":""<p>Is there a person in the picture?</p>"",""stimulus"":{""timelineVariablePlaceholder"":true},""stimulus_width"":300,""stimulus_height"":300,""trial_duration"":40,""choices"":[""yes"",""no""]},{""stimulus"":[],""choices"":[],""prompt"":"""",""trial_duration"":18}],""timeline_variables"":[{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_3.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_8.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_ten.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_0.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_6.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_7.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_1.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_9.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_2.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_4.png""}],""randomize_order"":false}]}]","202367763340918A-2024-09-19-16-49-11","[{""page_index"":0,""viewing_time"":2044}]","2044","","","","",""
"","","","","","instructions","2","4349","0.0-2.0","202367763340918A","202367763340918A","assnmnt123","proj123","{""participantId"":""202367763340918A"",""assignmentId"":""assnmnt123"",""projectId"":""proj123""}","https://test12345.live/?participantId=202367763340918A&assignmentId=assnmnt123&projectId=proj123","[{""timeline"":[{""stimulus"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_2.png"",""stimulus_width"":600,""stimulus_height"":600,""choices"":[],""prompt"":"""",""trial_duration"":1500},{""timeline"":[{""stimulus"":{""timelineVariablePlaceholder"":true},""stimulus_width"":300,""stimulus_height"":300,""choices"":[],""prompt"":"""",""trial_duration"":180},{""prompt"":""<p>Is there a person in the picture?</p>"",""stimulus"":{""timelineVariablePlaceholder"":true},""stimulus_width"":300,""stimulus_height"":300,""trial_duration"":40,""choices"":[""yes"",""no""]},{""stimulus"":[],""choices"":[],""prompt"":"""",""trial_duration"":18}],""timeline_variables"":[{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_ten.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_0.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_4.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_7.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_1.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_6.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_9.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_5.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_8.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_3.png""}],""randomize_order"":true}]},{""timeline"":[{""stimulus"":""images/schematic_sequence/hotel_scheme/hotel_scheme_5.png"",""stimulus_width"":600,""stimulus_height"":600,""choices"":[],""prompt"":"""",""trial_duration"":1500},{""timeline"":[{""stimulus"":{""timelineVariablePlaceholder"":true},""stimulus_width"":300,""stimulus_height"":300,""choices"":[],""prompt"":"""",""trial_duration"":180},{""prompt"":""<p>Is there a person in the picture?</p>"",""stimulus"":{""timelineVariablePlaceholder"":true},""stimulus_width"":300,""stimulus_height"":300,""trial_duration"":40,""choices"":[""yes"",""no""]},{""stimulus"":[],""choices"":[],""prompt"":"""",""trial_duration"":18}],""timeline_variables"":[{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_3.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_8.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_ten.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_0.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_6.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_7.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_1.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_9.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_2.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_4.png""}],""randomize_order"":false}]}]","202367763340918A-2024-09-19-16-49-11","[{""page_index"":0,""viewing_time"":1847}]","1847","","","","",""
"true","","","","","fullscreen","3","6307","0.0-3.0","202367763340918A","202367763340918A","assnmnt123","proj123","{""participantId"":""202367763340918A"",""assignmentId"":""assnmnt123"",""projectId"":""proj123""}","https://test12345.live/?participantId=202367763340918A&assignmentId=assnmnt123&projectId=proj123","[{""timeline"":[{""stimulus"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_2.png"",""stimulus_width"":600,""stimulus_height"":600,""choices"":[],""prompt"":"""",""trial_duration"":1500},{""timeline"":[{""stimulus"":{""timelineVariablePlaceholder"":true},""stimulus_width"":300,""stimulus_height"":300,""choices"":[],""prompt"":"""",""trial_duration"":180},{""prompt"":""<p>Is there a person in the picture?</p>"",""stimulus"":{""timelineVariablePlaceholder"":true},""stimulus_width"":300,""stimulus_height"":300,""trial_duration"":40,""choices"":[""yes"",""no""]},{""stimulus"":[],""choices"":[],""prompt"":"""",""trial_duration"":18}],""timeline_variables"":[{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_ten.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_0.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_4.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_7.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_1.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_6.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_9.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_5.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_8.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_3.png""}],""randomize_order"":true}]},{""timeline"":[{""stimulus"":""images/schematic_sequence/hotel_scheme/hotel_scheme_5.png"",""stimulus_width"":600,""stimulus_height"":600,""choices"":[],""prompt"":"""",""trial_duration"":1500},{""timeline"":[{""stimulus"":{""timelineVariablePlaceholder"":true},""stimulus_width"":300,""stimulus_height"":300,""choices"":[],""prompt"":"""",""trial_duration"":180},{""prompt"":""<p>Is there a person in the picture?</p>"",""stimulus"":{""timelineVariablePlaceholder"":true},""stimulus_width"":300,""stimulus_height"":300,""trial_duration"":40,""choices"":[""yes"",""no""]},{""stimulus"":[],""choices"":[],""prompt"":"""",""trial_duration"":18}],""timeline_variables"":[{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_3.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_8.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_ten.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_0.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_6.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_7.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_1.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_9.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_2.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_4.png""}],""randomize_order"":false}]}]","202367763340918A-2024-09-19-16-49-11","","944","","","","",""
"","","","","","initialize-microphone","4","7565","0.0-4.0-0.0","202367763340918A","202367763340918A","assnmnt123","proj123","{""participantId"":""202367763340918A"",""assignmentId"":""assnmnt123"",""projectId"":""proj123""}","https://test12345.live/?participantId=202367763340918A&assignmentId=assnmnt123&projectId=proj123","[{""timeline"":[{""stimulus"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_2.png"",""stimulus_width"":600,""stimulus_height"":600,""choices"":[],""prompt"":"""",""trial_duration"":1500},{""timeline"":[{""stimulus"":{""timelineVariablePlaceholder"":true},""stimulus_width"":300,""stimulus_height"":300,""choices"":[],""prompt"":"""",""trial_duration"":180},{""prompt"":""<p>Is there a person in the picture?</p>"",""stimulus"":{""timelineVariablePlaceholder"":true},""stimulus_width"":300,""stimulus_height"":300,""trial_duration"":40,""choices"":[""yes"",""no""]},{""stimulus"":[],""choices"":[],""prompt"":"""",""trial_duration"":18}],""timeline_variables"":[{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_ten.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_0.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_4.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_7.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_1.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_6.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_9.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_5.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_8.png""},{""face"":""images/schematic_sequence/restaurant_scheme/restaurant_scheme_3.png""}],""randomize_order"":true}]},{""timeline"":[{""stimulus"":""images/schematic_sequence/hotel_scheme/hotel_scheme_5.png"",""stimulus_width"":600,""stimulus_height"":600,""choices"":[],""prompt"":"""",""trial_duration"":1500},{""timeline"":[{""stimulus"":{""timelineVariablePlaceholder"":true},""stimulus_width"":300,""stimulus_height"":300,""choices"":[],""prompt"":"""",""trial_duration"":180},{""prompt"":""<p>Is there a person in the picture?</p>"",""stimulus"":{""timelineVariablePlaceholder"":true},""stimulus_width"":300,""stimulus_height"":300,""trial_duration"":40,""choices"":[""yes"",""no""]},{""stimulus"":[],""choices"":[],""prompt"":"""",""trial_duration"":18}],""timeline_variables"":[{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_3.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_8.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_ten.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_0.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_6.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_7.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_1.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_9.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_2.png""},{""face"":""images/schematic_sequence/hotel_scheme/hotel_scheme_4.png""}],""randomize_order"":false}]}]","202367763340918A-2024-09-19-16-49-11","","","e715e7b6e073e31fa42da6dc825d99d22bbf4887b5ff9e428b19d91304c4224c","","","",""
