"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","cb_version","lockout_ms","experiment","view_history","rt","stimulus","response","task","folder","role","pair_id","order","cell","correct_answer","correct","exposed_role","reward_condition","choice_id","test_type","comparison_role","spread_direction","critical_position","reward_pair_id","neutral_pair_id","repetition","reward_left","left_img","right_img","chose_reward","rt_after_lockout","cue_role","correct_index","rating"
"true","false","[]","[]","[]","preload","0","5252","0.0-0.0","8EB886A724BE4D3EA71BC1AEEFFDAEEA","01a0cab0-801c-7ea7-a3b1-51729a3289e4","01a0caad-d158-7def-9903-83aeb210a792","0","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","248404","0.0-1.0","8EB886A724BE4D3EA71BC1AEEFFDAEEA","01a0cab0-801c-7ea7-a3b1-51729a3289e4","01a0caad-d158-7def-9903-83aeb210a792","0","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","[{""page_index"":0,""viewing_time"":238153},{""page_index"":1,""viewing_time"":3030},{""page_index"":2,""viewing_time"":1969}]","243152","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","2","251364","0.0-2.0","8EB886A724BE4D3EA71BC1AEEFFDAEEA","01a0cab0-801c-7ea7-a3b1-51729a3289e4","01a0caad-d158-7def-9903-83aeb210a792","0","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","1941","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","262709","0.0-3.0","8EB886A724BE4D3EA71BC1AEEFFDAEEA","01a0cab0-801c-7ea7-a3b1-51729a3289e4","01a0caad-d158-7def-9903-83aeb210a792","0","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","[{""page_index"":0,""viewing_time"":11345}]","11345","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","4","274038","0.0-4.0","8EB886A724BE4D3EA71BC1AEEFFDAEEA","01a0cab0-801c-7ea7-a3b1-51729a3289e4","01a0caad-d158-7def-9903-83aeb210a792","0","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","11326","<div class=""stimulus-container""><img src=""images/causal_sequence/the_performance_causal/the_performance_causal_1.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","0","practice_item1","the_performance_causal","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","5","275052","0.0-5.0","8EB886A724BE4D3EA71BC1AEEFFDAEEA","01a0cab0-801c-7ea7-a3b1-51729a3289e4","01a0caad-d158-7def-9903-83aeb210a792","0","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","6","283044","0.0-6.0","8EB886A724BE4D3EA71BC1AEEFFDAEEA","01a0cab0-801c-7ea7-a3b1-51729a3289e4","01a0caad-d158-7def-9903-83aeb210a792","0","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","7990","<div class=""stimulus-container""><img src=""images/causal_sequence/the_performance_causal/the_performance_causal_2.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","0","practice_item2","the_performance_causal","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","7","284053","0.0-7.0","8EB886A724BE4D3EA71BC1AEEFFDAEEA","01a0cab0-801c-7ea7-a3b1-51729a3289e4","01a0caad-d158-7def-9903-83aeb210a792","0","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","8","290504","0.0-8.0","8EB886A724BE4D3EA71BC1AEEFFDAEEA","01a0cab0-801c-7ea7-a3b1-51729a3289e4","01a0caad-d158-7def-9903-83aeb210a792","0","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","6448","<div class=""stimulus-container""><img src=""images/causal_sequence/museum_causal/museum_causal_1.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","0","practice_item1","museum_causal","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","9","291520","0.0-9.0","8EB886A724BE4D3EA71BC1AEEFFDAEEA","01a0cab0-801c-7ea7-a3b1-51729a3289e4","01a0caad-d158-7def-9903-83aeb210a792","0","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","10","297323","0.0-10.0","8EB886A724BE4D3EA71BC1AEEFFDAEEA","01a0cab0-801c-7ea7-a3b1-51729a3289e4","01a0caad-d158-7def-9903-83aeb210a792","0","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","5801","<div class=""stimulus-container""><img src=""images/causal_sequence/museum_causal/museum_causal_2.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","1","practice_item2","museum_causal","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","11","298331","0.0-11.0","8EB886A724BE4D3EA71BC1AEEFFDAEEA","01a0cab0-801c-7ea7-a3b1-51729a3289e4","01a0caad-d158-7def-9903-83aeb210a792","0","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","12","532125","0.0-12.0","8EB886A724BE4D3EA71BC1AEEFFDAEEA","01a0cab0-801c-7ea7-a3b1-51729a3289e4","01a0caad-d158-7def-9903-83aeb210a792","0","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","[{""page_index"":0,""viewing_time"":233793}]","233794","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","13","543051","0.0-13.0","8EB886A724BE4D3EA71BC1AEEFFDAEEA","01a0cab0-801c-7ea7-a3b1-51729a3289e4","01a0caad-d158-7def-9903-83aeb210a792","0","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","[{""page_index"":0,""viewing_time"":10924}]","10925","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","14","548837","0.0-14.0","8EB886A724BE4D3EA71BC1AEEFFDAEEA","01a0cab0-801c-7ea7-a3b1-51729a3289e4","01a0caad-d158-7def-9903-83aeb210a792","0","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","5785","<div class=""stimulus-container""><img src=""images_value/Cause_07.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","0","encoding_first","","cause","7","forward","forward_effect_reward","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","15","549842","0.0-15.0","8EB886A724BE4D3EA71BC1AEEFFDAEEA","01a0cab0-801c-7ea7-a3b1-51729a3289e4","01a0caad-d158-7def-9903-83aeb210a792","0","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","16","555013","0.0-16.0","8EB886A724BE4D3EA71BC1AEEFFDAEEA","01a0cab0-801c-7ea7-a3b1-51729a3289e4","01a0caad-d158-7def-9903-83aeb210a792","0","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","5169","<div class=""stimulus-container""><img src=""images_value/Effect_07.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","0","encoding_second","","effect","7","forward","forward_effect_reward","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","17","556021","0.0-17.0","8EB886A724BE4D3EA71BC1AEEFFDAEEA","01a0cab0-801c-7ea7-a3b1-51729a3289e4","01a0caad-d158-7def-9903-83aeb210a792","0","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
