"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","lockout_ms","experiment","view_history","rt","stimulus","response","task","folder","role","pair_id","order","cell","correct_answer","correct","exposed_role","reward_condition","choice_id","repetition","test_type","comparison_role","spread_direction","critical_position","reward_pair_id","neutral_pair_id","reward_left","left_img","right_img","chose_reward","rt_after_lockout","cue_role","correct_index","rating"
"true","false","[]","[]","[]","preload","0","6416","0.0-0.0","0F422D39CFE04D82A0216F6934D5FBDE","01a0cb43-0f9a-744a-9cbd-10d2a87f7139","01a0cb13-d15f-72a0-a4f3-c4f7d1044bee","2500","Pilot8_WithinOrder_v3_2026-09-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","51351","0.0-1.0","0F422D39CFE04D82A0216F6934D5FBDE","01a0cb43-0f9a-744a-9cbd-10d2a87f7139","01a0cb13-d15f-72a0-a4f3-c4f7d1044bee","2500","Pilot8_WithinOrder_v3_2026-09-22","[{""page_index"":0,""viewing_time"":23308},{""page_index"":1,""viewing_time"":3364},{""page_index"":2,""viewing_time"":10539},{""page_index"":1,""viewing_time"":7252},{""page_index"":2,""viewing_time"":472}]","44935","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","2","53535","0.0-2.0","0F422D39CFE04D82A0216F6934D5FBDE","01a0cb43-0f9a-744a-9cbd-10d2a87f7139","01a0cb13-d15f-72a0-a4f3-c4f7d1044bee","2500","Pilot8_WithinOrder_v3_2026-09-22","","1168","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","71972","0.0-3.0","0F422D39CFE04D82A0216F6934D5FBDE","01a0cb43-0f9a-744a-9cbd-10d2a87f7139","01a0cb13-d15f-72a0-a4f3-c4f7d1044bee","2500","Pilot8_WithinOrder_v3_2026-09-22","[{""page_index"":0,""viewing_time"":18436}]","18436","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","4","84224","0.0-4.0","0F422D39CFE04D82A0216F6934D5FBDE","01a0cb43-0f9a-744a-9cbd-10d2a87f7139","01a0cb13-d15f-72a0-a4f3-c4f7d1044bee","2500","Pilot8_WithinOrder_v3_2026-09-22","","12251","<div class=""stimulus-container""><img src=""images/causal_sequence/the_performance_causal/the_performance_causal_1.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","0","practice_item1","the_performance_causal","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","5","85235","0.0-5.0","0F422D39CFE04D82A0216F6934D5FBDE","01a0cb43-0f9a-744a-9cbd-10d2a87f7139","01a0cb13-d15f-72a0-a4f3-c4f7d1044bee","2500","Pilot8_WithinOrder_v3_2026-09-22","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","6","92091","0.0-6.0","0F422D39CFE04D82A0216F6934D5FBDE","01a0cb43-0f9a-744a-9cbd-10d2a87f7139","01a0cb13-d15f-72a0-a4f3-c4f7d1044bee","2500","Pilot8_WithinOrder_v3_2026-09-22","","6855","<div class=""stimulus-container""><img src=""images/causal_sequence/the_performance_causal/the_performance_causal_2.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","0","practice_item2","the_performance_causal","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","7","93097","0.0-7.0","0F422D39CFE04D82A0216F6934D5FBDE","01a0cb43-0f9a-744a-9cbd-10d2a87f7139","01a0cb13-d15f-72a0-a4f3-c4f7d1044bee","2500","Pilot8_WithinOrder_v3_2026-09-22","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","8","100375","0.0-8.0","0F422D39CFE04D82A0216F6934D5FBDE","01a0cb43-0f9a-744a-9cbd-10d2a87f7139","01a0cb13-d15f-72a0-a4f3-c4f7d1044bee","2500","Pilot8_WithinOrder_v3_2026-09-22","","7279","<div class=""stimulus-container""><img src=""images/causal_sequence/museum_causal/museum_causal_1.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","0","practice_item1","museum_causal","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","9","101385","0.0-9.0","0F422D39CFE04D82A0216F6934D5FBDE","01a0cb43-0f9a-744a-9cbd-10d2a87f7139","01a0cb13-d15f-72a0-a4f3-c4f7d1044bee","2500","Pilot8_WithinOrder_v3_2026-09-22","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","10","106732","0.0-10.0","0F422D39CFE04D82A0216F6934D5FBDE","01a0cb43-0f9a-744a-9cbd-10d2a87f7139","01a0cb13-d15f-72a0-a4f3-c4f7d1044bee","2500","Pilot8_WithinOrder_v3_2026-09-22","","5345","<div class=""stimulus-container""><img src=""images/causal_sequence/museum_causal/museum_causal_2.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","0","practice_item2","museum_causal","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","11","107737","0.0-11.0","0F422D39CFE04D82A0216F6934D5FBDE","01a0cb43-0f9a-744a-9cbd-10d2a87f7139","01a0cb13-d15f-72a0-a4f3-c4f7d1044bee","2500","Pilot8_WithinOrder_v3_2026-09-22","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","12","119723","0.0-12.0","0F422D39CFE04D82A0216F6934D5FBDE","01a0cb43-0f9a-744a-9cbd-10d2a87f7139","01a0cb13-d15f-72a0-a4f3-c4f7d1044bee","2500","Pilot8_WithinOrder_v3_2026-09-22","[{""page_index"":0,""viewing_time"":11986}]","11986","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","13","132470","0.0-13.0","0F422D39CFE04D82A0216F6934D5FBDE","01a0cb43-0f9a-744a-9cbd-10d2a87f7139","01a0cb13-d15f-72a0-a4f3-c4f7d1044bee","2500","Pilot8_WithinOrder_v3_2026-09-22","[{""page_index"":0,""viewing_time"":12747}]","12747","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","14","138011","0.0-14.0","0F422D39CFE04D82A0216F6934D5FBDE","01a0cb43-0f9a-744a-9cbd-10d2a87f7139","01a0cb13-d15f-72a0-a4f3-c4f7d1044bee","2500","Pilot8_WithinOrder_v3_2026-09-22","","5540","<div class=""stimulus-container""><img src=""images_value/Cause_04.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","0","encoding_first","","cause","4","forward","forward_cause_neutral","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","15","139026","0.0-15.0","0F422D39CFE04D82A0216F6934D5FBDE","01a0cb43-0f9a-744a-9cbd-10d2a87f7139","01a0cb13-d15f-72a0-a4f3-c4f7d1044bee","2500","Pilot8_WithinOrder_v3_2026-09-22","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","16","143587","0.0-16.0","0F422D39CFE04D82A0216F6934D5FBDE","01a0cb43-0f9a-744a-9cbd-10d2a87f7139","01a0cb13-d15f-72a0-a4f3-c4f7d1044bee","2500","Pilot8_WithinOrder_v3_2026-09-22","","4562","<div class=""stimulus-container""><img src=""images_value/Effect_04.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","0","encoding_second","","effect","4","forward","forward_cause_neutral","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","17","144592","0.0-17.0","0F422D39CFE04D82A0216F6934D5FBDE","01a0cb43-0f9a-744a-9cbd-10d2a87f7139","01a0cb13-d15f-72a0-a4f3-c4f7d1044bee","2500","Pilot8_WithinOrder_v3_2026-09-22","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","18","149671","0.0-18.0","0F422D39CFE04D82A0216F6934D5FBDE","01a0cb43-0f9a-744a-9cbd-10d2a87f7139","01a0cb13-d15f-72a0-a4f3-c4f7d1044bee","2500","Pilot8_WithinOrder_v3_2026-09-22","","5078","<div class=""stimulus-container""><img src=""images_value/Effect_05.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","1","encoding_first","","effect","5","reversed","reversed_cause_reward","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","19","150674","0.0-19.0","0F422D39CFE04D82A0216F6934D5FBDE","01a0cb43-0f9a-744a-9cbd-10d2a87f7139","01a0cb13-d15f-72a0-a4f3-c4f7d1044bee","2500","Pilot8_WithinOrder_v3_2026-09-22","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","20","156674","0.0-20.0","0F422D39CFE04D82A0216F6934D5FBDE","01a0cb43-0f9a-744a-9cbd-10d2a87f7139","01a0cb13-d15f-72a0-a4f3-c4f7d1044bee","2500","Pilot8_WithinOrder_v3_2026-09-22","","6000","<div class=""stimulus-container""><img src=""images_value/Cause_05.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","0","encoding_second","","cause","5","reversed","reversed_cause_reward","","","","","","","","","","","","","","","","","","","",""
