"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","stimulus","response","task","folder","sequence_type","img_idx","learned_X","value","comp_type","left_path","right_path"
"true","false","[]","[]","[]","preload","0","3540","0.0-0.0","","","","","","","","","","","","",""
"","","","","","instructions","1","6634","0.0-1.0","[{""page_index"":0,""viewing_time"":3093}]","3093","","","","","","","","","","",""
"","","","","","instructions","2","9561","0.0-2.0","[{""page_index"":0,""viewing_time"":2927}]","2927","","","","","","","","","","",""
"true","","","","","fullscreen","3","14003","0.0-3.0","","3440","","","","","","","","","","",""
"","","","","","instructions","4","26575","0.0-4.0","[{""page_index"":0,""viewing_time"":12571}]","12571","","","","","","","","","","",""
"","","","","","html-keyboard-response","5","28585","0.0-5.0","","null","<div class=""transition-square""></div>","null","","","","","","","","",""
"","","","","","html-keyboard-response","6","33597","0.0-6.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_1.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","",""
"","","","","","html-button-response","7","36612","0.0-7.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_1.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p></div></div>","null","observation","story_3","story","1","","","","",""
"","","","","","html-keyboard-response","8","41614","0.0-8.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_2.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","",""
"","","","","","html-button-response","9","42906","0.0-9.0","","1290","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_2.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p></div></div>","0","observation","story_3","story","2","","","","",""
"","","","","","html-keyboard-response","10","47923","0.0-10.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_3.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","",""
"","","","","","html-button-response","11","50456","0.0-11.0","","2532","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_3.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p></div></div>","1","observation","story_3","story","3","","","","",""
"","","","","","html-keyboard-response","12","55459","0.0-12.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_4.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","",""
"","","","","","html-button-response","13","56960","0.0-13.0","","1500","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_4.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p></div></div>","0","observation","story_3","story","4","","","","",""
"","","","","","html-keyboard-response","14","61969","0.0-14.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_5.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","",""
"","","","","","html-button-response","15","62509","0.0-15.0","","540","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_5.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p></div></div>","1","observation","story_3","story","5","","","","",""
"","","","","","html-keyboard-response","16","67515","0.0-16.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_6_b.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","",""
"","","","","","html-button-response","17","67954","0.0-17.0","","439","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_6_b.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p></div></div>","1","observation","story_3","story","6","","","","",""
"","","","","","html-keyboard-response","18","69971","0.0-18.0","","null","<div class=""transition-square""></div>","null","","","","","","","","",""
"","","","","","html-keyboard-response","19","74985","0.0-19.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_4_1.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","",""
"","","","","","html-button-response","20","75701","0.0-20.0","","715","<div class=""stimulus-container""><img src=""images_story_vs_info/story_4_1.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p></div></div>","1","observation","story_4","story","1","","","","",""
"","","","","","html-keyboard-response","21","80707","0.0-21.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_4_2.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","",""
"","","","","","html-button-response","22","81185","0.0-22.0","","478","<div class=""stimulus-container""><img src=""images_story_vs_info/story_4_2.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p></div></div>","1","observation","story_4","story","2","","","","",""
"","","","","","html-keyboard-response","23","86195","0.0-23.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_4_3.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","",""
