"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","stimulus","response","task","folder","sequence_type","image_index","reward_type","valuable_image_index","target_X","dist_left","dist_right","chosen_image_index","chosen_dist","selected_after_X","correct_choice"
"true","false","[]","[]","[]","preload","0","22963","0.0-0.0","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","37140","0.0-1.0","[{""page_index"":0,""viewing_time"":14175}]","14177","","","","","","","","","","","","","","",""
"","","","","","instructions","2","296304","0.0-2.0","[{""page_index"":0,""viewing_time"":259163}]","259163","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","3","298899","0.0-3.0","","1586","","","","","","","","","","","","","","",""
"","","","","","instructions","4","311706","0.0-4.0","[{""page_index"":0,""viewing_time"":12806}]","12806","","","","","","","","","","","","","","",""
"","","","","","instructions","5","320701","0.0-5.0","[{""page_index"":0,""viewing_time"":8994}]","8994","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","323710","0.0-6.0","","null","<div class=""stimulus-container""><img src=""images/instructions/movie_1.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","7","326042","0.0-7.0","","2331","<div class=""stimulus-container""><img src=""images/instructions/movie_1.png"" class=""exp-image""><div class=""question-area""><p>Is there a person?</p></div></div>","0","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","329051","0.0-8.0","","null","<div class=""stimulus-container""><img src=""images/instructions/movie_2.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","9","329903","0.0-9.0","","851","<div class=""stimulus-container""><img src=""images/instructions/movie_2.png"" class=""exp-image""><div class=""question-area""><p>Is there a person?</p></div></div>","0","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","10","332906","0.0-10.0","","null","<div class=""stimulus-container""><img src=""images/instructions/movie_3.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","11","333729","0.0-11.0","","823","<div class=""stimulus-container""><img src=""images/instructions/movie_3.png"" class=""exp-image""><div class=""question-area""><p>Is there a person?</p></div></div>","0","","","","","","","","","","","","",""
"","","","","","instructions","12","336396","0.0-12.0","[{""page_index"":0,""viewing_time"":2666}]","2666","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","13","338405","0.0-13.0","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","14","342411","0.0-14.0","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/dog_causal/dog_causal_1.png"" class=""exp-image""></div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","15","343917","0.0-15.0","","1505","<div class=""stimulus-container""><img src=""images/causal_sequence/dog_causal/dog_causal_1.png"" class=""exp-image""><div class=""question-area""><p>Is there a person?</p></div></div>","0","observation","dog_causal","causal_sequence","1","","","","","","","","",""
"","","","","","html-keyboard-response","16","347929","0.0-16.0","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/dog_causal/dog_causal_2.png"" class=""exp-image""></div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","17","349587","0.0-17.0","","1658","<div class=""stimulus-container""><img src=""images/causal_sequence/dog_causal/dog_causal_2.png"" class=""exp-image""><div class=""question-area""><p>Is there a person?</p></div></div>","0","observation","dog_causal","causal_sequence","2","","","","","","","","",""
"","","","","","html-keyboard-response","18","353593","0.0-18.0","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/dog_causal/dog_causal_3.png"" class=""exp-image""></div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","19","354936","0.0-19.0","","1342","<div class=""stimulus-container""><img src=""images/causal_sequence/dog_causal/dog_causal_3.png"" class=""exp-image""><div class=""question-area""><p>Is there a person?</p></div></div>","0","observation","dog_causal","causal_sequence","3","","","","","","","","",""
"","","","","","html-keyboard-response","20","358952","0.0-20.0","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/dog_causal/dog_causal_4.png"" class=""exp-image""></div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","21","360042","0.0-21.0","","1089","<div class=""stimulus-container""><img src=""images/causal_sequence/dog_causal/dog_causal_4.png"" class=""exp-image""><div class=""question-area""><p>Is there a person?</p></div></div>","0","observation","dog_causal","causal_sequence","4","","","","","","","","",""
"","","","","","html-keyboard-response","22","364058","0.0-22.0","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/dog_causal/dog_causal_5.png"" class=""exp-image""></div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","23","365962","0.0-23.0","","1903","<div class=""stimulus-container""><img src=""images/causal_sequence/dog_causal/dog_causal_5.png"" class=""exp-image""><div class=""question-area""><p>Is there a person?</p></div></div>","0","observation","dog_causal","causal_sequence","5","","","","","","","","",""
"","","","","","html-keyboard-response","24","369972","0.0-24.0","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/dog_causal/dog_causal_6.png"" class=""exp-image""></div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","25","371017","0.0-25.0","","1045","<div class=""stimulus-container""><img src=""images/causal_sequence/dog_causal/dog_causal_6.png"" class=""exp-image""><div class=""question-area""><p>Is there a person?</p></div></div>","0","observation","dog_causal","causal_sequence","6","","","","","","","","",""
