"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","cb_version","lockout_ms","experiment","view_history","rt","stimulus","response","task","folder","role","pair_id","order","cell","correct_answer","correct","exposed_role","reward_condition","choice_id","test_type","comparison_role","spread_direction","critical_position","reward_pair_id","neutral_pair_id","repetition","reward_left","left_img","right_img","chose_reward","rt_after_lockout","cue_role","correct_index","rating"
"true","false","[]","[]","[]","preload","0","3660","0.0-0.0","33970393B2624F3397F0EABB9F27D9F1","01a0caaf-4863-7167-9060-f45a9c0e35b0","01a0caad-d158-7def-9903-83aeb210a792","5","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","23019","0.0-1.0","33970393B2624F3397F0EABB9F27D9F1","01a0caaf-4863-7167-9060-f45a9c0e35b0","01a0caad-d158-7def-9903-83aeb210a792","5","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","[{""page_index"":0,""viewing_time"":16000},{""page_index"":1,""viewing_time"":2256},{""page_index"":2,""viewing_time"":1104}]","19359","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","2","25784","0.0-2.0","33970393B2624F3397F0EABB9F27D9F1","01a0caaf-4863-7167-9060-f45a9c0e35b0","01a0caad-d158-7def-9903-83aeb210a792","5","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","1760","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","37427","0.0-3.0","33970393B2624F3397F0EABB9F27D9F1","01a0caaf-4863-7167-9060-f45a9c0e35b0","01a0caad-d158-7def-9903-83aeb210a792","5","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","[{""page_index"":0,""viewing_time"":11643}]","11643","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","4","47979","0.0-4.0","33970393B2624F3397F0EABB9F27D9F1","01a0caaf-4863-7167-9060-f45a9c0e35b0","01a0caad-d158-7def-9903-83aeb210a792","5","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","10551","<div class=""stimulus-container""><img src=""images/causal_sequence/the_performance_causal/the_performance_causal_1.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","0","practice_item1","the_performance_causal","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","5","48982","0.0-5.0","33970393B2624F3397F0EABB9F27D9F1","01a0caaf-4863-7167-9060-f45a9c0e35b0","01a0caad-d158-7def-9903-83aeb210a792","5","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","6","55444","0.0-6.0","33970393B2624F3397F0EABB9F27D9F1","01a0caaf-4863-7167-9060-f45a9c0e35b0","01a0caad-d158-7def-9903-83aeb210a792","5","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","6460","<div class=""stimulus-container""><img src=""images/causal_sequence/the_performance_causal/the_performance_causal_2.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","0","practice_item2","the_performance_causal","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","7","56456","0.0-7.0","33970393B2624F3397F0EABB9F27D9F1","01a0caaf-4863-7167-9060-f45a9c0e35b0","01a0caad-d158-7def-9903-83aeb210a792","5","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","8","61819","0.0-8.0","33970393B2624F3397F0EABB9F27D9F1","01a0caaf-4863-7167-9060-f45a9c0e35b0","01a0caad-d158-7def-9903-83aeb210a792","5","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","5362","<div class=""stimulus-container""><img src=""images/causal_sequence/museum_causal/museum_causal_1.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","0","practice_item1","museum_causal","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","9","62826","0.0-9.0","33970393B2624F3397F0EABB9F27D9F1","01a0caaf-4863-7167-9060-f45a9c0e35b0","01a0caad-d158-7def-9903-83aeb210a792","5","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","10","68795","0.0-10.0","33970393B2624F3397F0EABB9F27D9F1","01a0caaf-4863-7167-9060-f45a9c0e35b0","01a0caad-d158-7def-9903-83aeb210a792","5","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","5968","<div class=""stimulus-container""><img src=""images/causal_sequence/museum_causal/museum_causal_2.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","0","practice_item2","museum_causal","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","11","69797","0.0-11.0","33970393B2624F3397F0EABB9F27D9F1","01a0caaf-4863-7167-9060-f45a9c0e35b0","01a0caad-d158-7def-9903-83aeb210a792","5","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","12","81411","0.0-12.0","33970393B2624F3397F0EABB9F27D9F1","01a0caaf-4863-7167-9060-f45a9c0e35b0","01a0caad-d158-7def-9903-83aeb210a792","5","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","[{""page_index"":0,""viewing_time"":11613}]","11613","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
