"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","stimulus","response","task","folder","sequence_type","img_idx","learned_X","value","comp_type","left_path","right_path"
"true","false","[]","[]","[]","preload","0","3365","0.0-0.0","","","","","","","","","","","","",""
"","","","","","instructions","1","4807","0.0-1.0","[{""page_index"":0,""viewing_time"":1441}]","1441","","","","","","","","","","",""
"","","","","","instructions","2","6858","0.0-2.0","[{""page_index"":0,""viewing_time"":2051}]","2051","","","","","","","","","","",""
"true","","","","","fullscreen","3","8844","0.0-3.0","","968","","","","","","","","","","",""
"","","","","","instructions","4","10279","0.0-4.0","[{""page_index"":0,""viewing_time"":1434}]","1434","","","","","","","","","","",""
"","","","","","html-keyboard-response","5","12281","0.0-5.0","","null","<div class=""transition-square""></div>","null","","","","","","","","",""
"","","","","","html-keyboard-response","6","17296","0.0-6.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_4_1.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","",""
"","","","","","html-button-response","7","19248","0.0-7.0","","1949","<div class=""stimulus-container""><img src=""images_story_vs_info/story_4_1.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p></div></div>","1","observation","story_4","story","1","","","","",""
"","","","","","html-keyboard-response","8","24249","0.0-8.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_4_2.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","",""
"","","","","","html-button-response","9","25551","0.0-9.0","","1302","<div class=""stimulus-container""><img src=""images_story_vs_info/story_4_2.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p></div></div>","1","observation","story_4","story","2","","","","",""
"","","","","","html-keyboard-response","10","30564","0.0-10.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_4_3.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","",""
"","","","","","html-button-response","11","32107","0.0-11.0","","1542","<div class=""stimulus-container""><img src=""images_story_vs_info/story_4_3.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p></div></div>","1","observation","story_4","story","3","","","","",""
"","","","","","html-keyboard-response","12","37124","0.0-12.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_4_4.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","",""
"","","","","","html-button-response","13","37914","0.0-13.0","","789","<div class=""stimulus-container""><img src=""images_story_vs_info/story_4_4.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p></div></div>","1","observation","story_4","story","4","","","","",""
"","","","","","html-keyboard-response","14","42921","0.0-14.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_4_5.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","",""
"","","","","","html-button-response","15","43839","0.0-15.0","","917","<div class=""stimulus-container""><img src=""images_story_vs_info/story_4_5.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p></div></div>","1","observation","story_4","story","5","","","","",""
"","","","","","html-keyboard-response","16","48846","0.0-16.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_4_6_b.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","",""
"","","","","","html-button-response","17","50350","0.0-17.0","","1502","<div class=""stimulus-container""><img src=""images_story_vs_info/story_4_6_b.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p></div></div>","1","observation","story_4","story","6","","","","",""
"","","","","","html-keyboard-response","18","52361","0.0-18.0","","null","<div class=""transition-square""></div>","null","","","","","","","","",""
