"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","lockout_ms","experiment","view_history","rt","stimulus","response","task","folder","role","pair_id","order","cell","correct_answer","correct","exposed_role","reward_condition","choice_id","repetition","test_type","comparison_role","spread_direction","critical_position","reward_pair_id","neutral_pair_id","reward_left","left_img","right_img","chose_reward","rt_after_lockout","cue_role","correct_index","rating"
"true","false","[]","[]","[]","preload","0","7609","0.0-0.0","23A5EE68CA014CDDA6AEF3FBA2EE2A37","01a0cb82-7a65-719b-8ee2-9fa2fb55e9b0","01a0cb68-d389-7d2a-a2d1-8da88fbaa950","2500","Pilot8_WithinOrder_v3_2026-09-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","21723","0.0-1.0","23A5EE68CA014CDDA6AEF3FBA2EE2A37","01a0cb82-7a65-719b-8ee2-9fa2fb55e9b0","01a0cb68-d389-7d2a-a2d1-8da88fbaa950","2500","Pilot8_WithinOrder_v3_2026-09-22","[{""page_index"":0,""viewing_time"":10872},{""page_index"":1,""viewing_time"":2135},{""page_index"":2,""viewing_time"":1107}]","14113","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","2","24244","0.0-2.0","23A5EE68CA014CDDA6AEF3FBA2EE2A37","01a0cb82-7a65-719b-8ee2-9fa2fb55e9b0","01a0cb68-d389-7d2a-a2d1-8da88fbaa950","2500","Pilot8_WithinOrder_v3_2026-09-22","","1517","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","37241","0.0-3.0","23A5EE68CA014CDDA6AEF3FBA2EE2A37","01a0cb82-7a65-719b-8ee2-9fa2fb55e9b0","01a0cb68-d389-7d2a-a2d1-8da88fbaa950","2500","Pilot8_WithinOrder_v3_2026-09-22","[{""page_index"":0,""viewing_time"":12997}]","12997","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","4","49313","0.0-4.0","23A5EE68CA014CDDA6AEF3FBA2EE2A37","01a0cb82-7a65-719b-8ee2-9fa2fb55e9b0","01a0cb68-d389-7d2a-a2d1-8da88fbaa950","2500","Pilot8_WithinOrder_v3_2026-09-22","","12071","<div class=""stimulus-container""><img src=""images/causal_sequence/the_performance_causal/the_performance_causal_1.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","0","practice_item1","the_performance_causal","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","5","50313","0.0-5.0","23A5EE68CA014CDDA6AEF3FBA2EE2A37","01a0cb82-7a65-719b-8ee2-9fa2fb55e9b0","01a0cb68-d389-7d2a-a2d1-8da88fbaa950","2500","Pilot8_WithinOrder_v3_2026-09-22","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","6","59589","0.0-6.0","23A5EE68CA014CDDA6AEF3FBA2EE2A37","01a0cb82-7a65-719b-8ee2-9fa2fb55e9b0","01a0cb68-d389-7d2a-a2d1-8da88fbaa950","2500","Pilot8_WithinOrder_v3_2026-09-22","","9275","<div class=""stimulus-container""><img src=""images/causal_sequence/the_performance_causal/the_performance_causal_2.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","0","practice_item2","the_performance_causal","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","7","60602","0.0-7.0","23A5EE68CA014CDDA6AEF3FBA2EE2A37","01a0cb82-7a65-719b-8ee2-9fa2fb55e9b0","01a0cb68-d389-7d2a-a2d1-8da88fbaa950","2500","Pilot8_WithinOrder_v3_2026-09-22","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","8","66985","0.0-8.0","23A5EE68CA014CDDA6AEF3FBA2EE2A37","01a0cb82-7a65-719b-8ee2-9fa2fb55e9b0","01a0cb68-d389-7d2a-a2d1-8da88fbaa950","2500","Pilot8_WithinOrder_v3_2026-09-22","","6383","<div class=""stimulus-container""><img src=""images/causal_sequence/museum_causal/museum_causal_1.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","0","practice_item1","museum_causal","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","9","67996","0.0-9.0","23A5EE68CA014CDDA6AEF3FBA2EE2A37","01a0cb82-7a65-719b-8ee2-9fa2fb55e9b0","01a0cb68-d389-7d2a-a2d1-8da88fbaa950","2500","Pilot8_WithinOrder_v3_2026-09-22","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","10","73366","0.0-10.0","23A5EE68CA014CDDA6AEF3FBA2EE2A37","01a0cb82-7a65-719b-8ee2-9fa2fb55e9b0","01a0cb68-d389-7d2a-a2d1-8da88fbaa950","2500","Pilot8_WithinOrder_v3_2026-09-22","","5369","<div class=""stimulus-container""><img src=""images/causal_sequence/museum_causal/museum_causal_2.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","0","practice_item2","museum_causal","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","11","74376","0.0-11.0","23A5EE68CA014CDDA6AEF3FBA2EE2A37","01a0cb82-7a65-719b-8ee2-9fa2fb55e9b0","01a0cb68-d389-7d2a-a2d1-8da88fbaa950","2500","Pilot8_WithinOrder_v3_2026-09-22","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","12","85449","0.0-12.0","23A5EE68CA014CDDA6AEF3FBA2EE2A37","01a0cb82-7a65-719b-8ee2-9fa2fb55e9b0","01a0cb68-d389-7d2a-a2d1-8da88fbaa950","2500","Pilot8_WithinOrder_v3_2026-09-22","[{""page_index"":0,""viewing_time"":11073}]","11073","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","13","95924","0.0-13.0","23A5EE68CA014CDDA6AEF3FBA2EE2A37","01a0cb82-7a65-719b-8ee2-9fa2fb55e9b0","01a0cb68-d389-7d2a-a2d1-8da88fbaa950","2500","Pilot8_WithinOrder_v3_2026-09-22","[{""page_index"":0,""viewing_time"":10474}]","10475","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","14","101507","0.0-14.0","23A5EE68CA014CDDA6AEF3FBA2EE2A37","01a0cb82-7a65-719b-8ee2-9fa2fb55e9b0","01a0cb68-d389-7d2a-a2d1-8da88fbaa950","2500","Pilot8_WithinOrder_v3_2026-09-22","","5582","<div class=""stimulus-container""><img src=""images_value/Effect_09.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","0","encoding_first","","effect","9","reversed","reversed_effect_reward","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","15","102510","0.0-15.0","23A5EE68CA014CDDA6AEF3FBA2EE2A37","01a0cb82-7a65-719b-8ee2-9fa2fb55e9b0","01a0cb68-d389-7d2a-a2d1-8da88fbaa950","2500","Pilot8_WithinOrder_v3_2026-09-22","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","16","107222","0.0-16.0","23A5EE68CA014CDDA6AEF3FBA2EE2A37","01a0cb82-7a65-719b-8ee2-9fa2fb55e9b0","01a0cb68-d389-7d2a-a2d1-8da88fbaa950","2500","Pilot8_WithinOrder_v3_2026-09-22","","4711","<div class=""stimulus-container""><img src=""images_value/Cause_09.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","0","encoding_second","","cause","9","reversed","reversed_effect_reward","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","17","108223","0.0-17.0","23A5EE68CA014CDDA6AEF3FBA2EE2A37","01a0cb82-7a65-719b-8ee2-9fa2fb55e9b0","01a0cb68-d389-7d2a-a2d1-8da88fbaa950","2500","Pilot8_WithinOrder_v3_2026-09-22","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","18","113381","0.0-18.0","23A5EE68CA014CDDA6AEF3FBA2EE2A37","01a0cb82-7a65-719b-8ee2-9fa2fb55e9b0","01a0cb68-d389-7d2a-a2d1-8da88fbaa950","2500","Pilot8_WithinOrder_v3_2026-09-22","","5158","<div class=""stimulus-container""><img src=""images_value/Effect_01.jpg"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","1","encoding_first","","effect","1","reversed","reversed_cause_neutral","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","19","114384","0.0-19.0","23A5EE68CA014CDDA6AEF3FBA2EE2A37","01a0cb82-7a65-719b-8ee2-9fa2fb55e9b0","01a0cb68-d389-7d2a-a2d1-8da88fbaa950","2500","Pilot8_WithinOrder_v3_2026-09-22","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","20","119195","0.0-20.0","23A5EE68CA014CDDA6AEF3FBA2EE2A37","01a0cb82-7a65-719b-8ee2-9fa2fb55e9b0","01a0cb68-d389-7d2a-a2d1-8da88fbaa950","2500","Pilot8_WithinOrder_v3_2026-09-22","","4810","<div class=""stimulus-container""><img src=""images_value/Cause_01.jpg"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","0","encoding_second","","cause","1","reversed","reversed_cause_neutral","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","21","120204","0.0-21.0","23A5EE68CA014CDDA6AEF3FBA2EE2A37","01a0cb82-7a65-719b-8ee2-9fa2fb55e9b0","01a0cb68-d389-7d2a-a2d1-8da88fbaa950","2500","Pilot8_WithinOrder_v3_2026-09-22","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","22","125351","0.0-22.0","23A5EE68CA014CDDA6AEF3FBA2EE2A37","01a0cb82-7a65-719b-8ee2-9fa2fb55e9b0","01a0cb68-d389-7d2a-a2d1-8da88fbaa950","2500","Pilot8_WithinOrder_v3_2026-09-22","","5147","<div class=""stimulus-container""><img src=""images_value/Cause_02.jpg"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","0","encoding_first","","cause","2","forward","forward_cause_reward","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","23","126357","0.0-23.0","23A5EE68CA014CDDA6AEF3FBA2EE2A37","01a0cb82-7a65-719b-8ee2-9fa2fb55e9b0","01a0cb68-d389-7d2a-a2d1-8da88fbaa950","2500","Pilot8_WithinOrder_v3_2026-09-22","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","24","131110","0.0-24.0","23A5EE68CA014CDDA6AEF3FBA2EE2A37","01a0cb82-7a65-719b-8ee2-9fa2fb55e9b0","01a0cb68-d389-7d2a-a2d1-8da88fbaa950","2500","Pilot8_WithinOrder_v3_2026-09-22","","4752","<div class=""stimulus-container""><img src=""images_value/Effect_02.jpg"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","0","encoding_second","","effect","2","forward","forward_cause_reward","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","25","132124","0.0-25.0","23A5EE68CA014CDDA6AEF3FBA2EE2A37","01a0cb82-7a65-719b-8ee2-9fa2fb55e9b0","01a0cb68-d389-7d2a-a2d1-8da88fbaa950","2500","Pilot8_WithinOrder_v3_2026-09-22","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","26","136945","0.0-26.0","23A5EE68CA014CDDA6AEF3FBA2EE2A37","01a0cb82-7a65-719b-8ee2-9fa2fb55e9b0","01a0cb68-d389-7d2a-a2d1-8da88fbaa950","2500","Pilot8_WithinOrder_v3_2026-09-22","","4820","<div class=""stimulus-container""><img src=""images_value/Cause_06.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","0","encoding_first","","cause","6","forward","forward_cause_neutral","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","27","137957","0.0-27.0","23A5EE68CA014CDDA6AEF3FBA2EE2A37","01a0cb82-7a65-719b-8ee2-9fa2fb55e9b0","01a0cb68-d389-7d2a-a2d1-8da88fbaa950","2500","Pilot8_WithinOrder_v3_2026-09-22","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","28","142498","0.0-28.0","23A5EE68CA014CDDA6AEF3FBA2EE2A37","01a0cb82-7a65-719b-8ee2-9fa2fb55e9b0","01a0cb68-d389-7d2a-a2d1-8da88fbaa950","2500","Pilot8_WithinOrder_v3_2026-09-22","","4540","<div class=""stimulus-container""><img src=""images_value/Effect_06.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","0","encoding_second","","effect","6","forward","forward_cause_neutral","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","29","143507","0.0-29.0","23A5EE68CA014CDDA6AEF3FBA2EE2A37","01a0cb82-7a65-719b-8ee2-9fa2fb55e9b0","01a0cb68-d389-7d2a-a2d1-8da88fbaa950","2500","Pilot8_WithinOrder_v3_2026-09-22","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
