"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","stimulus","response","task","folder","sequence_type","image_index","reward_type","valuable_image_index","target_X","dist_left","dist_right","chosen_image_index","chosen_dist","selected_after_X","correct_choice"
"true","false","[]","[]","[]","preload","0","59254","0.0-0.0","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","62220","0.0-1.0","[{""page_index"":0,""viewing_time"":2965}]","2965","","","","","","","","","","","","","","",""
"","","","","","instructions","2","98271","0.0-2.0","[{""page_index"":0,""viewing_time"":36048}]","36049","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","3","101537","0.0-3.0","","2264","","","","","","","","","","","","","","",""
"","","","","","instructions","4","112769","0.0-4.0","[{""page_index"":0,""viewing_time"":11231}]","11232","","","","","","","","","","","","","","",""
"","","","","","instructions","5","117020","0.0-5.0","[{""page_index"":0,""viewing_time"":4249}]","4249","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","120023","0.0-6.0","","null","<div class=""stimulus-container""><img src=""images/instructions/movie_1.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","7","121252","0.0-7.0","","1228","<div class=""stimulus-container""><img src=""images/instructions/movie_1.png"" class=""exp-image""><div class=""question-area""><p>Is there a person?</p></div></div>","0","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","124254","0.0-8.0","","null","<div class=""stimulus-container""><img src=""images/instructions/movie_2.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","9","125319","0.0-9.0","","1063","<div class=""stimulus-container""><img src=""images/instructions/movie_2.png"" class=""exp-image""><div class=""question-area""><p>Is there a person?</p></div></div>","0","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","10","128321","0.0-10.0","","null","<div class=""stimulus-container""><img src=""images/instructions/movie_3.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","11","128887","0.0-11.0","","564","<div class=""stimulus-container""><img src=""images/instructions/movie_3.png"" class=""exp-image""><div class=""question-area""><p>Is there a person?</p></div></div>","0","","","","","","","","","","","","",""
"","","","","","instructions","12","133602","0.0-12.0","[{""page_index"":0,""viewing_time"":4714}]","4714","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","13","135604","0.0-13.0","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","14","139607","0.0-14.0","","null","<div class=""stimulus-container""><img src=""images/semantic_sequence/housework_semantic/housework_semantic_1.png"" class=""exp-image""></div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","15","140520","0.0-15.0","","911","<div class=""stimulus-container""><img src=""images/semantic_sequence/housework_semantic/housework_semantic_1.png"" class=""exp-image""><div class=""question-area""><p>Is there a person?</p></div></div>","0","observation","housework_semantic","semantic_sequence","1","","","","","","","","",""
"","","","","","html-keyboard-response","16","144523","0.0-16.0","","null","<div class=""stimulus-container""><img src=""images/semantic_sequence/housework_semantic/housework_semantic_2.png"" class=""exp-image""></div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","17","145253","0.0-17.0","","728","<div class=""stimulus-container""><img src=""images/semantic_sequence/housework_semantic/housework_semantic_2.png"" class=""exp-image""><div class=""question-area""><p>Is there a person?</p></div></div>","0","observation","housework_semantic","semantic_sequence","2","","","","","","","","",""
"","","","","","html-keyboard-response","18","149255","0.0-18.0","","null","<div class=""stimulus-container""><img src=""images/semantic_sequence/housework_semantic/housework_semantic_3.png"" class=""exp-image""></div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","19","149836","0.0-19.0","","579","<div class=""stimulus-container""><img src=""images/semantic_sequence/housework_semantic/housework_semantic_3.png"" class=""exp-image""><div class=""question-area""><p>Is there a person?</p></div></div>","0","observation","housework_semantic","semantic_sequence","3","","","","","","","","",""
"","","","","","html-keyboard-response","20","153838","0.0-20.0","","null","<div class=""stimulus-container""><img src=""images/semantic_sequence/housework_semantic/housework_semantic_4.png"" class=""exp-image""></div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","21","155587","0.0-21.0","","1746","<div class=""stimulus-container""><img src=""images/semantic_sequence/housework_semantic/housework_semantic_4.png"" class=""exp-image""><div class=""question-area""><p>Is there a person?</p></div></div>","0","observation","housework_semantic","semantic_sequence","4","","","","","","","","",""
