"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","stimulus","response","task","folder","sequence_type","image_index","reward_type","valuable_image_index","target_X","dist_left","dist_right","chosen_image_index","chosen_dist","selected_after_X","correct_choice"
"true","false","[]","[]","[]","preload","0","10903","0.0-0.0","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","127800","0.0-1.0","[{""page_index"":0,""viewing_time"":116896}]","116897","","","","","","","","","","","","","","",""
"","","","","","instructions","2","179771","0.0-2.0","[{""page_index"":0,""viewing_time"":51971}]","51971","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","3","183464","0.0-3.0","","2373","","","","","","","","","","","","","","",""
"","","","","","instructions","4","450891","0.0-4.0","[{""page_index"":0,""viewing_time"":267432}]","267432","","","","","","","","","","","","","","",""
"","","","","","instructions","5","456869","0.0-5.0","[{""page_index"":0,""viewing_time"":5977}]","5977","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","459872","0.0-6.0","","null","<div class=""stimulus-container""><img src=""images/instructions/movie_1.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","7","462537","0.0-7.0","","2663","<div class=""stimulus-container""><img src=""images/instructions/movie_1.png"" class=""exp-image""><div class=""question-area""><p>Is there a person?</p></div></div>","0","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","465539","0.0-8.0","","null","<div class=""stimulus-container""><img src=""images/instructions/movie_2.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","9","493449","0.0-9.0","","27910","<div class=""stimulus-container""><img src=""images/instructions/movie_2.png"" class=""exp-image""><div class=""question-area""><p>Is there a person?</p></div></div>","0","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","10","496451","0.0-10.0","","null","<div class=""stimulus-container""><img src=""images/instructions/movie_3.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","11","497502","0.0-11.0","","1050","<div class=""stimulus-container""><img src=""images/instructions/movie_3.png"" class=""exp-image""><div class=""question-area""><p>Is there a person?</p></div></div>","0","","","","","","","","","","","","",""
"","","","","","instructions","12","499754","0.0-12.0","[{""page_index"":0,""viewing_time"":2252}]","2252","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","13","501756","0.0-13.0","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","14","505759","0.0-14.0","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_1.png"" class=""exp-image""></div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","15","506444","0.0-15.0","","685","<div class=""stimulus-container""><img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_1.png"" class=""exp-image""><div class=""question-area""><p>Is there a person?</p></div></div>","0","observation","saving_a_cat_causal","causal_sequence","1","","","","","","","","",""
"","","","","","html-keyboard-response","16","510446","0.0-16.0","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_2.png"" class=""exp-image""></div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","17","513012","0.0-17.0","","2565","<div class=""stimulus-container""><img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_2.png"" class=""exp-image""><div class=""question-area""><p>Is there a person?</p></div></div>","1","observation","saving_a_cat_causal","causal_sequence","2","","","","","","","","",""
"","","","","","html-keyboard-response","18","517013","0.0-18.0","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_3.png"" class=""exp-image""></div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","19","518010","0.0-19.0","","996","<div class=""stimulus-container""><img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_3.png"" class=""exp-image""><div class=""question-area""><p>Is there a person?</p></div></div>","1","observation","saving_a_cat_causal","causal_sequence","3","","","","","","","","",""
"","","","","","html-keyboard-response","20","522012","0.0-20.0","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_4.png"" class=""exp-image""></div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","21","522886","0.0-21.0","","873","<div class=""stimulus-container""><img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_4.png"" class=""exp-image""><div class=""question-area""><p>Is there a person?</p></div></div>","0","observation","saving_a_cat_causal","causal_sequence","4","","","","","","","","",""
"","","","","","html-keyboard-response","22","526889","0.0-22.0","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_5.png"" class=""exp-image""></div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","23","527770","0.0-23.0","","880","<div class=""stimulus-container""><img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_5.png"" class=""exp-image""><div class=""question-area""><p>Is there a person?</p></div></div>","0","observation","saving_a_cat_causal","causal_sequence","5","","","","","","","","",""
"","","","","","html-keyboard-response","24","531772","0.0-24.0","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_6.png"" class=""exp-image""></div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","25","538623","0.0-25.0","","6850","<div class=""stimulus-container""><img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_6.png"" class=""exp-image""><div class=""question-area""><p>Is there a person?</p></div></div>","0","observation","saving_a_cat_causal","causal_sequence","6","","","","","","","","",""
