"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","cb_version","lockout_ms","experiment","view_history","rt","stimulus","response","task","folder","role","pair_id","order","cell","correct_answer","correct","exposed_role","reward_condition","choice_id","test_type","comparison_role","spread_direction","critical_position","reward_pair_id","neutral_pair_id","repetition","reward_left","left_img","right_img","chose_reward","rt_after_lockout","cue_role","correct_index","rating"
"true","false","[]","[]","[]","preload","0","4756","0.0-0.0","AB105B810FB7406C999D2CA1AFA0EE26","01a0caaf-6edb-7ab8-b5e4-44ecf631320f","01a0caad-d158-7def-9903-83aeb210a792","7","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","27065","0.0-1.0","AB105B810FB7406C999D2CA1AFA0EE26","01a0caaf-6edb-7ab8-b5e4-44ecf631320f","01a0caad-d158-7def-9903-83aeb210a792","7","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","[{""page_index"":0,""viewing_time"":14517},{""page_index"":1,""viewing_time"":6128},{""page_index"":2,""viewing_time"":1659}]","22305","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","2","29740","0.0-2.0","AB105B810FB7406C999D2CA1AFA0EE26","01a0caaf-6edb-7ab8-b5e4-44ecf631320f","01a0caad-d158-7def-9903-83aeb210a792","7","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","1665","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","41992","0.0-3.0","AB105B810FB7406C999D2CA1AFA0EE26","01a0caaf-6edb-7ab8-b5e4-44ecf631320f","01a0caad-d158-7def-9903-83aeb210a792","7","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","[{""page_index"":0,""viewing_time"":12251}]","12251","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","4","55416","0.0-4.0","AB105B810FB7406C999D2CA1AFA0EE26","01a0caaf-6edb-7ab8-b5e4-44ecf631320f","01a0caad-d158-7def-9903-83aeb210a792","7","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","13419","<div class=""stimulus-container""><img src=""images/causal_sequence/the_performance_causal/the_performance_causal_1.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","0","practice_item1","the_performance_causal","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","5","56420","0.0-5.0","AB105B810FB7406C999D2CA1AFA0EE26","01a0caaf-6edb-7ab8-b5e4-44ecf631320f","01a0caad-d158-7def-9903-83aeb210a792","7","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","6","65650","0.0-6.0","AB105B810FB7406C999D2CA1AFA0EE26","01a0caaf-6edb-7ab8-b5e4-44ecf631320f","01a0caad-d158-7def-9903-83aeb210a792","7","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","9227","<div class=""stimulus-container""><img src=""images/causal_sequence/the_performance_causal/the_performance_causal_2.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","0","practice_item2","the_performance_causal","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","7","66653","0.0-7.0","AB105B810FB7406C999D2CA1AFA0EE26","01a0caaf-6edb-7ab8-b5e4-44ecf631320f","01a0caad-d158-7def-9903-83aeb210a792","7","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","8","76718","0.0-8.0","AB105B810FB7406C999D2CA1AFA0EE26","01a0caaf-6edb-7ab8-b5e4-44ecf631320f","01a0caad-d158-7def-9903-83aeb210a792","7","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","10062","<div class=""stimulus-container""><img src=""images/causal_sequence/museum_causal/museum_causal_1.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","0","practice_item1","museum_causal","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","9","77721","0.0-9.0","AB105B810FB7406C999D2CA1AFA0EE26","01a0caaf-6edb-7ab8-b5e4-44ecf631320f","01a0caad-d158-7def-9903-83aeb210a792","7","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","10","85076","0.0-10.0","AB105B810FB7406C999D2CA1AFA0EE26","01a0caaf-6edb-7ab8-b5e4-44ecf631320f","01a0caad-d158-7def-9903-83aeb210a792","7","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","7353","<div class=""stimulus-container""><img src=""images/causal_sequence/museum_causal/museum_causal_2.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","1","practice_item2","museum_causal","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","11","86078","0.0-11.0","AB105B810FB7406C999D2CA1AFA0EE26","01a0caaf-6edb-7ab8-b5e4-44ecf631320f","01a0caad-d158-7def-9903-83aeb210a792","7","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","12","98337","0.0-12.0","AB105B810FB7406C999D2CA1AFA0EE26","01a0caaf-6edb-7ab8-b5e4-44ecf631320f","01a0caad-d158-7def-9903-83aeb210a792","7","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","[{""page_index"":0,""viewing_time"":12258}]","12259","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","13","110291","0.0-13.0","AB105B810FB7406C999D2CA1AFA0EE26","01a0caaf-6edb-7ab8-b5e4-44ecf631320f","01a0caad-d158-7def-9903-83aeb210a792","7","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","[{""page_index"":0,""viewing_time"":11952}]","11953","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","14","117482","0.0-14.0","AB105B810FB7406C999D2CA1AFA0EE26","01a0caaf-6edb-7ab8-b5e4-44ecf631320f","01a0caad-d158-7def-9903-83aeb210a792","7","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","7188","<div class=""stimulus-container""><img src=""images_value/Cause_15.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","1","encoding_first","","cause","15","forward","forward_effect_neutral","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","15","118485","0.0-15.0","AB105B810FB7406C999D2CA1AFA0EE26","01a0caaf-6edb-7ab8-b5e4-44ecf631320f","01a0caad-d158-7def-9903-83aeb210a792","7","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","16","124630","0.0-16.0","AB105B810FB7406C999D2CA1AFA0EE26","01a0caaf-6edb-7ab8-b5e4-44ecf631320f","01a0caad-d158-7def-9903-83aeb210a792","7","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","6143","<div class=""stimulus-container""><img src=""images_value/Effect_15.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","0","encoding_second","","effect","15","forward","forward_effect_neutral","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","17","125632","0.0-17.0","AB105B810FB7406C999D2CA1AFA0EE26","01a0caaf-6edb-7ab8-b5e4-44ecf631320f","01a0caad-d158-7def-9903-83aeb210a792","7","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","18","132610","0.0-18.0","AB105B810FB7406C999D2CA1AFA0EE26","01a0caaf-6edb-7ab8-b5e4-44ecf631320f","01a0caad-d158-7def-9903-83aeb210a792","7","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","6975","<div class=""stimulus-container""><img src=""images_value/Effect_01.jpg"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","1","encoding_first","","effect","1","reversed","reversed_effect_neutral","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","19","133612","0.0-19.0","AB105B810FB7406C999D2CA1AFA0EE26","01a0caaf-6edb-7ab8-b5e4-44ecf631320f","01a0caad-d158-7def-9903-83aeb210a792","7","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","20","138670","0.0-20.0","AB105B810FB7406C999D2CA1AFA0EE26","01a0caaf-6edb-7ab8-b5e4-44ecf631320f","01a0caad-d158-7def-9903-83aeb210a792","7","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","5056","<div class=""stimulus-container""><img src=""images_value/Cause_01.jpg"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","1","encoding_second","","cause","1","reversed","reversed_effect_neutral","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","21","139672","0.0-21.0","AB105B810FB7406C999D2CA1AFA0EE26","01a0caaf-6edb-7ab8-b5e4-44ecf631320f","01a0caad-d158-7def-9903-83aeb210a792","7","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","22","144840","0.0-22.0","AB105B810FB7406C999D2CA1AFA0EE26","01a0caaf-6edb-7ab8-b5e4-44ecf631320f","01a0caad-d158-7def-9903-83aeb210a792","7","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","5166","<div class=""stimulus-container""><img src=""images_value/Effect_16.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","1","encoding_first","","effect","16","reversed","reversed_cause_reward","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","23","145843","0.0-23.0","AB105B810FB7406C999D2CA1AFA0EE26","01a0caaf-6edb-7ab8-b5e4-44ecf631320f","01a0caad-d158-7def-9903-83aeb210a792","7","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","24","152018","0.0-24.0","AB105B810FB7406C999D2CA1AFA0EE26","01a0caaf-6edb-7ab8-b5e4-44ecf631320f","01a0caad-d158-7def-9903-83aeb210a792","7","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","6173","<div class=""stimulus-container""><img src=""images_value/Cause_16.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","0","encoding_second","","cause","16","reversed","reversed_cause_reward","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","25","153020","0.0-25.0","AB105B810FB7406C999D2CA1AFA0EE26","01a0caaf-6edb-7ab8-b5e4-44ecf631320f","01a0caad-d158-7def-9903-83aeb210a792","7","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","26","157932","0.0-26.0","AB105B810FB7406C999D2CA1AFA0EE26","01a0caaf-6edb-7ab8-b5e4-44ecf631320f","01a0caad-d158-7def-9903-83aeb210a792","7","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","4909","<div class=""stimulus-container""><img src=""images_value/Cause_11.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Does a person appear in this image, or does the word ""person"" appear as text?</p></div></div>","0","encoding_first","","cause","11","forward","forward_effect_reward","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","27","158933","0.0-27.0","AB105B810FB7406C999D2CA1AFA0EE26","01a0caaf-6edb-7ab8-b5e4-44ecf631320f","01a0caad-d158-7def-9903-83aeb210a792","7","2500","CauseEffect_Value_Spreading_WithinOrder_Pilot","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
